"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-CE-20230002341165-2763","CE-20230002341165-2763-2023-02-24T04:24:26.139Z","CE-20230002341165-contract","CE-20230002341165","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341166-2763","CE-20230002341166-2763-2023-02-24T04:24:26.151Z","CE-20230002341166-contract","CE-20230002341166","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341167-2763","CE-20230002341167-2763-2023-02-24T04:24:26.168Z","CE-20230002341167-contract","CE-20230002341167","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341168-2763","CE-20230002341168-2763-2023-02-24T04:24:26.185Z","CE-20230002341168-contract","CE-20230002341168","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341195-41357","CE-20230002341195-41357-2023-02-24T04:24:26.203Z","CE-20230002341195-contract","CE-20230002341195","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341196-41357","CE-20230002341196-41357-2023-02-24T04:24:26.233Z","CE-20230002341196-contract","CE-20230002341196","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341197-2763","CE-20230002341197-2763-2023-02-24T04:24:26.257Z","CE-20230002341197-contract","CE-20230002341197","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341198-114252","CE-20230002341198-114252-2023-02-24T04:24:26.275Z","CE-20230002341198-contract","CE-20230002341198","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341199-2763","CE-20230002341199-2763-2023-02-24T04:24:26.300Z","CE-20230002341199-contract","CE-20230002341199","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341236-21443","CE-20230002341236-21443-2023-02-24T04:24:26.321Z","CE-20230002341236-contract","CE-20230002341236","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341237-21443","CE-20230002341237-21443-2023-02-24T04:24:26.336Z","CE-20230002341237-contract","CE-20230002341237","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341238-8098","CE-20230002341238-8098-2023-02-24T04:24:26.349Z","CE-20230002341238-contract","CE-20230002341238","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341239-2763","CE-20230002341239-2763-2023-02-24T04:24:26.361Z","CE-20230002341239-contract","CE-20230002341239","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341240-2763","CE-20230002341240-2763-2023-02-24T04:24:26.379Z","CE-20230002341240-contract","CE-20230002341240","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341241-2763","CE-20230002341241-2763-2023-02-24T04:24:26.399Z","CE-20230002341241-contract","CE-20230002341241","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341242-2763","CE-20230002341242-2763-2023-02-24T04:24:26.412Z","CE-20230002341242-contract","CE-20230002341242","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341243-2763","CE-20230002341243-2763-2023-02-24T04:24:26.422Z","CE-20230002341243-contract","CE-20230002341243","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341244-57617","CE-20230002341244-57617-2023-02-24T04:24:26.436Z","CE-20230002341244-contract","CE-20230002341244","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341249-380032","CE-20230002341249-380032-2023-02-24T04:24:26.462Z","CE-20230002341249-contract","CE-20230002341249","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341268-2763","CE-20230002341268-2763-2023-02-24T04:24:26.480Z","CE-20230002341268-contract","CE-20230002341268","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341314-275027","CE-20230002341314-275027-2023-02-24T04:24:26.495Z","CE-20230002341314-contract","CE-20230002341314","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341315-2763","CE-20230002341315-2763-2023-02-24T04:24:26.514Z","CE-20230002341315-contract","CE-20230002341315","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341319-2763","CE-20230002341319-2763-2023-02-24T04:24:26.533Z","CE-20230002341319-contract","CE-20230002341319","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341320-2763","CE-20230002341320-2763-2023-02-24T04:24:26.552Z","CE-20230002341320-contract","CE-20230002341320","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341322-2763","CE-20230002341322-2763-2023-02-24T04:24:26.570Z","CE-20230002341322-contract","CE-20230002341322","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341323-2763","CE-20230002341323-2763-2023-02-24T04:24:26.583Z","CE-20230002341323-contract","CE-20230002341323","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341324-2763","CE-20230002341324-2763-2023-02-24T04:24:26.596Z","CE-20230002341324-contract","CE-20230002341324","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341325-2763","CE-20230002341325-2763-2023-02-24T04:24:26.613Z","CE-20230002341325-contract","CE-20230002341325","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341326-2763","CE-20230002341326-2763-2023-02-24T04:24:26.627Z","CE-20230002341326-contract","CE-20230002341326","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341327-2763","CE-20230002341327-2763-2023-02-24T04:24:26.641Z","CE-20230002341327-contract","CE-20230002341327","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341352-8531","CE-20230002341352-8531-2023-02-24T04:24:26.663Z","CE-20230002341352-contract","CE-20230002341352","","","active","","","","","","",""
"ocds-5wno2w-CE-20230002341353-2539","CE-20230002341353-2539-2023-02-24T04:24:26.689Z","CE-20230002341353-contract","CE-20230002341353","","","active","","","","","","",""
